handle,title,Body (HTML),vendor,Type,Tags,Published,sku,Variant Barcode,Image Src,Author,YearLevel
Switched on ICT 1-6 Value Pack,Switched on ICT 1-6 Value Pack,"<BR><B><I><FONT size=4>Developing ICT skills across the curriculum</FONT></I></B><BR><FONT color=#ffffff>ccc</FONT><BR><A href=""http://www.macmillan.com.au/mea/html/ICT-flip_presentation/"">Click here for a presentation about Switched on ICT.</A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY""><FONT color=#ffffff>nnnn</FONT></A><BR><A href=""http://www.youtube.com/watch?v=A5dKdOYroRY"">Watch a video about Switched on ICT.</A><BR><FONT color=#ffffff>nnnn</FONT><BR><A href=""http://www.macmillan.com.au/primary31/newsite/articleIDs/BB536099B992377CCA257A1B00083F50?open&template=domPrimary"">Download curriculum links</A><BR><BR><BR><FONT color=#212100>This pack contains Packs 1-6. </FONT><BR><BR><A href=""http://www.macmillan.com.au/primary/onix/domisbn/9781420297454?open&div=Macmillan+Digital&cat=Integrated+Curriculum&bi=0&ed=site/primed31.nsf""><FONT size=2>Pack 1</FONT></A><BR><FONT size=2>Pack 2</FONT><BR><A href=""http://www.macmillan.com.au/primary/onix/domisbn/9781420297478?open&div=Macmillan+Digital&cat=Integrated+Curriculum&bi=0&ed=site/primed31.nsf""><FONT size=2>Pack 3</FONT></A><BR><A href=""http://www.macmillan.com.au/primary/onix/domisbn/9781420297485?open&div=Macmillan+Digital&cat=Integrated+Curriculum&bi=0&ed=site/primed31.nsf""><FONT size=2>Pack 4</FONT></A><BR><A href=""http://www.macmillan.com.au/primary/onix/domisbn/9781420297492?open&div=Macmillan+Digital&cat=Integrated+Curriculum&bi=0&ed=site/primed31.nsf""><FONT size=2>Pack 5</FONT></A><BR><A href=""http://www.macmillan.com.au/primary/onix/domisbn/9781420297508?open&div=Macmillan+Digital&cat=Integrated+Curriculum&bi=0&ed=site/primed31.nsf""><FONT size=2>Pack 6</FONT></A><BR><BR><FONT color=#212100>With software demos, pupil task cards, teacher s support, assessment guidance and step-by-step instructions for running each activity you can now conduct inspiring ICT lessons integrated across the curriculum. </FONT><BR><BR><B><FONT color=#212100>Download a sample here:</FONT></B><BR><BR><MAP name=n7AD6.MainDescriptionBody.0.2778><AREA id=HotspotRectangle61 href=""http://www.macmillan.com.au/mea/downloadpdfs/9781420297485.pdf"" shape=rect alt="""" coords=1,1,72,100></MAP><IMG border=0 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/3c05948c97704917ca2579b50009beaf/MainDescriptionBody/0.10E0?OpenElement&FieldElemFormat=gif"" width=72 height=100 useMap=#n7AD6.MainDescriptionBody.0.2778> <MAP name=n7AD6.MainDescriptionBody.0.3A38><AREA id=HotspotRectangle62 href=""http://www.macmillan.com.au/mea/brochures/9781420297485.pdf"" shape=rect alt="""" coords=1,2,70,100></MAP><IMG border=0 src=""about:/macmillan/primod4.nsf/a22a39b11f336da8ca256c590069e0ce/3c05948c97704917ca2579b50009beaf/MainDescriptionBody/0.2884?OpenElement&FieldElemFormat=gif"" width=70 height=100 useMap=#n7AD6.MainDescriptionBody.0.3A38><BR><BR><FONT color=#212100>Students can develop ICT skills such as blogging, wiki creation and animation in meaningful and relevant contexts. </FONT><BR><BR><FONT color=#212100>The end results can be published, presented and broadcast to the class, school or family. </FONT><B><FONT color=#212100>Switched on ICT </FONT></B><FONT color=#212100>uses software that is free or at hand in most schools so is simple and cost effective to use. </FONT><BR><BR><FONT color=#2f2f2f>Each pack includes:</FONT><BR><FONT color=#e10000>Teacher s Book</FONT><BR>The clear and easy-to-follow book includes:<BR><FONT color=#2f2f2f>  six cross-curricula units</FONT><BR><FONT color=#2f2f2f>  detailed preparation advice</FONT><BR><FONT color=#2f2f2f>  step-by-step support</FONT><BR><FONT color=#2f2f2f>  extension ideas and assessment guidelines.</FONT><BR><BR><FONT color=#e10000>Pupil Task Cards</FONT><BR><FONT color=#212100>6 laminated cards or posters (sets 1 and 2) for every unit are provided - 6 posters or 36 cards in total. </FONT><BR>These:<BR><FONT color=#2f2f2f>  brief students on each unit</FONT><BR><FONT color=#2f2f2f>  engage students in the activities</FONT><BR><FONT color=#2f2f2f>  offer tips and provide self-assessment prompts.</FONT><BR><BR><FONT color=#e10000>A fully networkable CD provides:</FONT><BR><FONT color=#2f2f2f>  interactive PDFs of the Teacher Book content</FONT><BR><FONT color=#2f2f2f>  editable versions of the Pupil Task Cards</FONT><BR><FONT color=#2f2f2f>  a resource bank of sound effects, photos and artwork</FONT><BR><FONT color=#2f2f2f>  </FONT><I><FONT color=#2f2f2f>Software in 60 Seconds</FONT></I><FONT color=#2f2f2f>   onscreen demos</FONT><BR><FONT color=#2f2f2f>  storyboard, sticker and certificate templates</FONT><BR><FONT color=#2f2f2f>  eSafety guidance.</FONT><BR><BR>",MEA,Mixtures Pack,"Primary,Technologies,Switched on ICT",TRUE,9992101112014,9992101112014,,,""1, 2, 3, 4, 5, 6""
The Monkeys Go Bananas!,The Monkeys Go Bananas!,<BR>Will the monkeys reach the bananas in time?<BR><BR>Also available as an interactive digital book on the <I>Level 1 Digital Book Pack</I> (CD). <BR><BR><I>Text type: Narrative</I><BR><BR>Author: Diana Noonan<BR><BR>,MEA,Paperback,"Primary,English,Connect",TRUE,9781458639998,9781458639998,,Diana Noonan ,"1"
The Bell Garden,The Bell Garden,<BR>How does a garden get made?<BR><BR><I>Text type: Narrative</I><BR><BR>,MEA,Paperback,"Primary,English,Connect",TRUE,9781458640000,9781458640000,,Peter Rees ,"1"
Cool Bananas,Cool Bananas,<BR>Read about bananas and how they grow<BR><BR>Also available as an interactive digital book on the <I>Level 1 Digital Book Pack</I> (CD). <BR><BR><I>Text type: Information report</I><BR><BR>,MEA,Paperback,"Primary,English,Connect",TRUE,9781458640017,9781458640017,,Mary Atkinson ,"1"
Being Famous,Being Famous,<BR>Read about famous people throughout history.<BR><BR><I>Text type: Factual Description</I><BR><BR>,MEA,Paperback,"Primary,English,Connect",TRUE,9781458640024,9781458640024,,Mary Atkinson ,"1"
"Fly, Baby Birds!","Fly, Baby Birds!",<BR>Will the baby birds learn how to fly?<BR><BR>Also available as an interactive digital book on the <I>Level 1 Digital Book Pack</I> (CD). <BR><BR><I>Text type: Narrative</I><BR><BR>,MEA,Paperback,"Primary,English,Connect",TRUE,9781458640031,9781458640031,,Diana Noonan ,"1"
Bedtime is Cancelled,Bedtime is Cancelled,"<BR>This fantastic literature title is ideal to use as a 'read to' title for students at reading level 1. Utilising the power of story to inspire, and with striking illustrations, it will assist you meet the literature requirements of the curriculum. <BR><BR><BR><BR><BR>",MEA,Paperback,"Primary,English,Connect",TRUE,9781458640802,9781458640802,,,"1"
Connect Level 9 Pack ,Connect Level 9 Pack ,"<BR>This pack contains 1 each of the 5 titles at reading level 9, from <B>Connect</B>.<BR><FONT color=#ffffff>ccc</FONT><BR><BR>",MEA,Shrinkwrapped Pack,"Primary,English,Connect",TRUE,9781458641786,9781458641786,,Various,"1"
Connect Level 9 Multi-Pack ,Connect Level 9 Multi-Pack ,<BR>This pack contains 6 each of the 5 <B>Connect</B> titles at reading level 9. <BR>,MEA,Mixtures Pack,"Primary,English,Connect",TRUE,9992101212493,9992101212493,,Various,"1"
Macmillan Australian Primary Dictionary ,Macmillan Australian Primary Dictionary ,"<BR>The <B><I>Macmillan Australian Primary Dictionary 2nd Edition </I></B>is designed as a school student s first dictionary. It has been specifically written for Australian students aged six to ten years, and is the essential companion for them at the start of their language education.<BR>This second edition has been thoroughly revised and updated, with new words and definitions reflecting our changing modern world.<BR>Features of the <B><I>Macmillan Australian Primary Dictionary 2nd Edition</I></B>:<BR><UL><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>more than 4500 words and phrases</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>updated with new words and definitions</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>clear definitions</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>example sentences and phrases</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>vocabulary extension</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>usage notes</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>spelling tips</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>easy-to-use pronunciation guide</B><BR><B> </B>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <B>valuable appendixes</B></UL><BR><P><A href=""http://www.macmillan.com.au/mea/downloadpdfs/Macmillan_Primary_Dictionary_Sample.pdf""><B><FONT color=#0000ff>Download sample pages here</FONT></B></A> <P>",MEA,Paperback,"Primary,English,",TRUE,9781742619941,9781742619941,,,""3, 4""
AlphaWorld Level 14: Mushrooms and Toadstools,AlphaWorld Level 14: Mushrooms and Toadstools,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485769,9781741485769,,Pigdon,"1"
AlphaWorld Level 14: The River,AlphaWorld Level 14: The River,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485776,9781741485776,,Pigdon,"1"
AlphaWorld Level 14: At Lunchtime,AlphaWorld Level 14: At Lunchtime,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485783,9781741485783,,Pigdon,"1"
AlphaWorld Level 14: A Day at the Market,AlphaWorld Level 14: A Day at the Market,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485790,9781741485790,,Pigdon,"1"
AlphaWorld Level 15: Special Places at School,AlphaWorld Level 15: Special Places at School,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485806,9781741485806,,Pigdon,"1"
AlphaWorld Level 15: Mighty Mountains,AlphaWorld Level 15: Mighty Mountains,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485813,9781741485813,,Pigdon,"1"
AlphaWorld Level 15: Amazing Sea Lizards,AlphaWorld Level 15: Amazing Sea Lizards,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485820,9781741485820,,Pigdon,"1"
AlphaWorld Level 15: Magnets,AlphaWorld Level 15: Magnets,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485837,9781741485837,,"Feely, J","1"
AlphaWorld Level 16: Looking in Mirrors,AlphaWorld Level 16: Looking in Mirrors,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485844,9781741485844,,"Rees, R","1"
AlphaWorld Level 16: Shark Attack!,AlphaWorld Level 16: Shark Attack!,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485851,9781741485851,,"Feely, J","1"
AlphaWorld Level 16: In the Treetops,AlphaWorld Level 16: In the Treetops,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485868,9781741485868,,Pigdon,"1"
AlphaWorld Level 16: Coral Reef Diary,AlphaWorld Level 16: Coral Reef Diary,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485875,9781741485875,,Pigdon,"1"
AlphaWorld Level 17: Tunnels,AlphaWorld Level 17: Tunnels,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485882,9781741485882,,"Rees, R","2"
AlphaWorld Level 17: What am I?,AlphaWorld Level 17: What am I?,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485899,9781741485899,,"Feely, J","2"
AlphaWorld Level 17: Silkworms,AlphaWorld Level 17: Silkworms,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485905,9781741485905,,Pigdon,"2"
AlphaWorld Level 17: We Made a Dragon,AlphaWorld Level 17: We Made a Dragon,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485912,9781741485912,,Pigdon,"2"
AlphaWorld Level 18: Frog Alert,AlphaWorld Level 18: Frog Alert,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485929,9781741485929,,Pigdon,"2"
AlphaWorld Level 18: Star Gazing,AlphaWorld Level 18: Star Gazing,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485936,9781741485936,,"Rees, R","2"
AlphaWorld Level 18: Let's Party,AlphaWorld Level 18: Let's Party,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485943,9781741485943,,"Schlooz, A","2"
AlphaWorld Level 18: Killer Plants,AlphaWorld Level 18: Killer Plants,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485950,9781741485950,,"Shahan, K","2"
AlphaWorld Level 19: Now I Am Eight,AlphaWorld Level 19: Now I Am Eight,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485967,9781741485967,,"Feely, J","2"
AlphaWorld Level 19: How Do Plants Grow Here?,AlphaWorld Level 19: How Do Plants Grow Here?,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485974,9781741485974,,Pigdon,"2"
AlphaWorld Level 19: How Spiders Catch Their Food,AlphaWorld Level 19: How Spiders Catch Their Food,<H1>General Error</H1><BR>The item you were looking for is not available sorry.<BR><BR>,Eleanor Curtain Publishing ,Paperback,"Primary,English,AlphaWorld",TRUE,9781741485981,9781741485981,,Pigdon,"2"
